Time,Scenario,Bandwidth_Mbps,Latency_ms,CPU_Usage_percent,Task_Size_MB,Existing_Decision,Decision_Score,Reasons
1,Stable,85,19.0,20.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
1719,Fluctuating,65,89.0,79.0,4.0,CLOUD,3,Moderate current latency; High CPU utilization; Small computational task
1720,Fluctuating,86,54.0,63.0,6.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1721,Fluctuating,83,53.0,50.0,9.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1722,Fluctuating,40,31.0,34.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1723,Fluctuating,66,42.0,63.0,2.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1724,Fluctuating,83,87.0,52.0,4.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1725,Fluctuating,86,66.0,46.0,4.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1726,Fluctuating,42,33.0,69.0,2.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1727,Fluctuating,43,57.0,68.0,2.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1728,Fluctuating,85,45.0,35.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
1729,Fluctuating,48,78.0,72.0,10.0,CLOUD,5,Moderate current latency; High CPU utilization; Large computational task
1730,Fluctuating,51,44.0,74.0,3.0,EDGE,2,Low current latency; High CPU utilization; Small computational task
1731,Fluctuating,56,67.0,59.0,2.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1732,Fluctuating,80,88.0,47.0,7.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1733,Fluctuating,84,71.0,46.0,3.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1734,Fluctuating,89,39.0,47.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1735,Fluctuating,64,79.0,51.0,1.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1736,Fluctuating,56,63.0,41.0,8.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1737,Fluctuating,44,92.0,42.0,10.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1738,Fluctuating,65,52.0,71.0,8.0,CLOUD,5,Moderate current latency; High CPU utilization; Large computational task
1739,Fluctuating,46,48.0,64.0,7.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1740,Fluctuating,53,43.0,58.0,5.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1741,Fluctuating,46,34.0,34.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1742,Fluctuating,76,62.0,79.0,8.0,CLOUD,5,Moderate current latency; High CPU utilization; Large computational task
1743,Fluctuating,41,93.0,39.0,1.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1744,Fluctuating,42,79.0,47.0,3.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1745,Fluctuating,84,72.0,55.0,10.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1746,Fluctuating,40,95.0,75.0,8.0,CLOUD,5,Moderate current latency; High CPU utilization; Large computational task
1747,Fluctuating,70,85.0,55.0,2.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1748,Fluctuating,74,58.0,30.0,7.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1749,Fluctuating,84,91.0,37.0,10.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1750,Fluctuating,74,75.0,51.0,5.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1751,Fluctuating,65,37.0,70.0,2.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1752,Fluctuating,63,98.0,51.0,2.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1753,Fluctuating,69,67.0,71.0,4.0,CLOUD,3,Moderate current latency; High CPU utilization; Small computational task
1754,Fluctuating,51,100.0,32.0,7.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1755,Fluctuating,82,54.0,49.0,7.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1756,Fluctuating,46,75.0,61.0,2.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1757,Fluctuating,80,86.0,77.0,4.0,CLOUD,3,Moderate current latency; High CPU utilization; Small computational task
1758,Fluctuating,48,34.0,42.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1759,Fluctuating,86,60.0,61.0,7.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1760,Fluctuating,44,99.0,71.0,5.0,CLOUD,4,Moderate current latency; High CPU utilization; Medium computational task
1761,Fluctuating,71,98.0,58.0,1.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1762,Fluctuating,42,73.0,33.0,6.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1763,Fluctuating,90,35.0,55.0,2.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1764,Fluctuating,53,96.0,59.0,9.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1765,Fluctuating,49,59.0,34.0,1.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1766,Fluctuating,87,48.0,61.0,1.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1767,Fluctuating,70,35.0,45.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1768,Fluctuating,40,52.0,70.0,1.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1769,Fluctuating,59,42.0,59.0,10.0,CLOUD,3,Low current latency; Moderate CPU utilization; Large computational task
1770,Fluctuating,50,38.0,36.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1771,Fluctuating,71,58.0,34.0,4.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1772,Fluctuating,67,73.0,77.0,7.0,CLOUD,4,Moderate current latency; High CPU utilization; Medium computational task
1773,Fluctuating,60,45.0,73.0,10.0,CLOUD,4,Low current latency; High CPU utilization; Large computational task
1774,Fluctuating,74,47.0,50.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1775,Fluctuating,88,35.0,67.0,3.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1776,Fluctuating,61,38.0,37.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
1777,Fluctuating,49,83.0,40.0,6.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1778,Fluctuating,75,51.0,58.0,4.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1779,Fluctuating,77,35.0,38.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1780,Fluctuating,90,78.0,79.0,3.0,CLOUD,3,Moderate current latency; High CPU utilization; Small computational task
1781,Fluctuating,41,92.0,35.0,1.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1782,Fluctuating,40,52.0,35.0,10.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1783,Fluctuating,58,83.0,74.0,8.0,CLOUD,5,Moderate current latency; High CPU utilization; Large computational task
1784,Fluctuating,84,46.0,43.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1785,Fluctuating,80,64.0,63.0,8.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1786,Fluctuating,66,60.0,41.0,10.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1787,Fluctuating,84,34.0,68.0,3.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1788,Fluctuating,85,93.0,69.0,2.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1789,Fluctuating,80,68.0,52.0,7.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1790,Fluctuating,40,60.0,42.0,2.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1791,Fluctuating,73,42.0,69.0,6.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1792,Fluctuating,88,99.0,62.0,4.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1793,Fluctuating,69,56.0,47.0,1.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1794,Fluctuating,52,44.0,80.0,3.0,EDGE,2,Low current latency; High CPU utilization; Small computational task
1795,Fluctuating,83,90.0,61.0,3.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1796,Fluctuating,50,35.0,33.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
1797,Fluctuating,58,56.0,57.0,5.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1798,Fluctuating,61,88.0,32.0,2.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1799,Fluctuating,87,36.0,64.0,3.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1800,Fluctuating,50,33.0,61.0,9.0,CLOUD,3,Low current latency; Moderate CPU utilization; Large computational task
1801,Fluctuating,47,39.0,45.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
1802,Fluctuating,77,71.0,56.0,4.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1803,Fluctuating,87,71.0,44.0,2.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1804,Fluctuating,60,59.0,36.0,4.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1805,Fluctuating,87,82.0,42.0,7.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1806,Fluctuating,54,39.0,60.0,10.0,CLOUD,3,Low current latency; Moderate CPU utilization; Large computational task
1807,Fluctuating,71,36.0,57.0,3.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1808,Fluctuating,53,88.0,41.0,7.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1809,Fluctuating,63,47.0,59.0,4.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1810,Fluctuating,80,75.0,47.0,4.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1811,Fluctuating,61,46.0,32.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
1812,Fluctuating,43,65.0,38.0,2.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1813,Fluctuating,69,88.0,56.0,3.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1814,Fluctuating,88,73.0,44.0,5.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1815,Fluctuating,78,50.0,80.0,10.0,CLOUD,4,Low current latency; High CPU utilization; Large computational task
1816,Fluctuating,50,100.0,44.0,2.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1817,Fluctuating,66,96.0,61.0,4.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1818,Fluctuating,77,90.0,59.0,5.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1819,Fluctuating,40,84.0,77.0,4.0,CLOUD,3,Moderate current latency; High CPU utilization; Small computational task
1820,Fluctuating,55,71.0,57.0,10.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1821,Fluctuating,54,49.0,66.0,1.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1822,Fluctuating,66,35.0,32.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
1823,Fluctuating,86,94.0,32.0,7.0,EDGE,2,Moderate current latency; Low CPU utilization; Medium computational task
1824,Fluctuating,73,80.0,60.0,2.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1825,Fluctuating,68,93.0,45.0,2.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1826,Fluctuating,75,31.0,74.0,7.0,CLOUD,3,Low current latency; High CPU utilization; Medium computational task
1827,Fluctuating,53,46.0,52.0,5.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1828,Fluctuating,55,41.0,31.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
1829,Fluctuating,82,69.0,40.0,8.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1830,Fluctuating,76,33.0,59.0,8.0,CLOUD,3,Low current latency; Moderate CPU utilization; Large computational task
1831,Fluctuating,89,47.0,75.0,7.0,CLOUD,3,Low current latency; High CPU utilization; Medium computational task
1832,Fluctuating,51,77.0,70.0,8.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1833,Fluctuating,85,30.0,70.0,2.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1834,Fluctuating,64,72.0,63.0,1.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1835,Fluctuating,58,84.0,78.0,5.0,CLOUD,4,Moderate current latency; High CPU utilization; Medium computational task
1836,Fluctuating,84,99.0,66.0,4.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1837,Fluctuating,90,40.0,69.0,6.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1838,Fluctuating,87,37.0,62.0,6.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1839,Fluctuating,43,44.0,54.0,6.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1840,Fluctuating,69,35.0,53.0,6.0,EDGE,2,Low current latency; Moderate CPU utilization; Medium computational task
1841,Fluctuating,51,38.0,65.0,4.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1842,Fluctuating,48,72.0,45.0,9.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1843,Fluctuating,47,91.0,77.0,10.0,CLOUD,5,Moderate current latency; High CPU utilization; Large computational task
1844,Fluctuating,84,56.0,78.0,4.0,CLOUD,3,Moderate current latency; High CPU utilization; Small computational task
1845,Fluctuating,60,75.0,47.0,9.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1846,Fluctuating,83,84.0,47.0,1.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
1847,Fluctuating,44,77.0,52.0,8.0,CLOUD,4,Moderate current latency; Moderate CPU utilization; Large computational task
1848,Fluctuating,71,94.0,63.0,2.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1849,Fluctuating,70,98.0,73.0,9.0,CLOUD,5,Moderate current latency; High CPU utilization; Large computational task
1850,Fluctuating,58,87.0,69.0,6.0,CLOUD,3,Moderate current latency; Moderate CPU utilization; Medium computational task
1851,Fluctuating,83,38.0,42.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
1852,Fluctuating,45,40.0,55.0,3.0,EDGE,1,Low current latency; Moderate CPU utilization; Small computational task
1853,Fluctuating,58,39.0,36.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
1854,Fluctuating,57,44.0,74.0,3.0,EDGE,2,Low current latency; High CPU utilization; Small computational task
1855,Fluctuating,71,49.0,43.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
1856,Fluctuating,80,32.0,48.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
1857,Fluctuating,83,99.0,38.0,8.0,CLOUD,3,Moderate current latency; Low CPU utilization; Large computational task
1858,Fluctuating,62,83.0,58.0,1.0,EDGE,2,Moderate current latency; Moderate CPU utilization; Small computational task
1859,Fluctuating,58,54.0,34.0,1.0,EDGE,1,Moderate current latency; Low CPU utilization; Small computational task
