Time,Scenario,Bandwidth_Mbps,Latency_ms,CPU_Usage_percent,Task_Size_MB,Existing_Decision,Proposed_Decision,Proposed_Status,Proposed_Predicted_Latency_ms
1815,Fluctuating,78.0,50.0,80.0,10.0,CLOUD,CLOUD,prediction_complete,64.29
1816,Fluctuating,50.0,100.0,44.0,2.0,EDGE,EDGE,prediction_complete,66.68
1817,Fluctuating,66.0,96.0,61.0,4.0,EDGE,EDGE,prediction_complete,69.79
1818,Fluctuating,77.0,90.0,59.0,5.0,CLOUD,CLOUD,prediction_complete,70.04
1819,Fluctuating,40.0,84.0,77.0,4.0,CLOUD,CLOUD,prediction_complete,73.51
1820,Fluctuating,55.0,71.0,57.0,10.0,CLOUD,CLOUD,prediction_complete,73.33
1821,Fluctuating,54.0,49.0,66.0,1.0,EDGE,EDGE,prediction_complete,76.29
1822,Fluctuating,66.0,35.0,32.0,8.0,EDGE,CLOUD,prediction_complete,69.15
1823,Fluctuating,86.0,94.0,32.0,7.0,EDGE,EDGE,prediction_complete,69.12
1824,Fluctuating,73.0,80.0,60.0,2.0,EDGE,EDGE,prediction_complete,71.04
1825,Fluctuating,68.0,93.0,45.0,2.0,EDGE,EDGE,prediction_complete,71.6
1826,Fluctuating,75.0,31.0,74.0,7.0,CLOUD,CLOUD,prediction_complete,67.63
1827,Fluctuating,53.0,46.0,52.0,5.0,EDGE,CLOUD,prediction_complete,64.98
1828,Fluctuating,55.0,41.0,31.0,8.0,EDGE,CLOUD,prediction_complete,61.34
1829,Fluctuating,82.0,69.0,40.0,8.0,CLOUD,CLOUD,prediction_complete,60.26
1830,Fluctuating,76.0,33.0,59.0,8.0,CLOUD,CLOUD,prediction_complete,58.58
1831,Fluctuating,89.0,47.0,75.0,7.0,CLOUD,CLOUD,prediction_complete,59.15
1832,Fluctuating,51.0,77.0,70.0,8.0,CLOUD,CLOUD,prediction_complete,61.91
1833,Fluctuating,85.0,30.0,70.0,2.0,EDGE,EDGE,prediction_complete,62.84
1834,Fluctuating,64.0,72.0,63.0,1.0,EDGE,EDGE,prediction_complete,64.86
1835,Fluctuating,58.0,84.0,78.0,5.0,CLOUD,CLOUD,prediction_complete,66.41
1836,Fluctuating,84.0,99.0,66.0,4.0,EDGE,EDGE,prediction_complete,68.45
1837,Fluctuating,90.0,40.0,69.0,6.0,EDGE,CLOUD,prediction_complete,65.27
1838,Fluctuating,87.0,37.0,62.0,6.0,EDGE,CLOUD,prediction_complete,62.05
1839,Fluctuating,43.0,44.0,54.0,6.0,EDGE,CLOUD,prediction_complete,60.58
1840,Fluctuating,69.0,35.0,53.0,6.0,EDGE,CLOUD,prediction_complete,59.78
1841,Fluctuating,51.0,38.0,65.0,4.0,EDGE,EDGE,prediction_complete,60.87
1842,Fluctuating,48.0,72.0,45.0,9.0,CLOUD,CLOUD,prediction_complete,60.92
1843,Fluctuating,47.0,91.0,77.0,10.0,CLOUD,CLOUD,prediction_complete,67.47
1844,Fluctuating,84.0,56.0,78.0,4.0,CLOUD,CLOUD,prediction_complete,69.81
1845,Fluctuating,60.0,75.0,47.0,9.0,CLOUD,CLOUD,prediction_complete,69.12
1846,Fluctuating,83.0,84.0,47.0,1.0,EDGE,EDGE,prediction_complete,70.86
1847,Fluctuating,44.0,77.0,52.0,8.0,CLOUD,CLOUD,prediction_complete,71.09
1848,Fluctuating,71.0,94.0,63.0,2.0,EDGE,EDGE,prediction_complete,74.93
1849,Fluctuating,70.0,98.0,73.0,9.0,CLOUD,CLOUD,prediction_complete,75.09
1850,Fluctuating,58.0,87.0,69.0,6.0,CLOUD,CLOUD,prediction_complete,78.17
1851,Fluctuating,83.0,38.0,42.0,8.0,EDGE,CLOUD,prediction_complete,71.77
1852,Fluctuating,45.0,40.0,55.0,3.0,EDGE,EDGE,prediction_complete,70.22
1853,Fluctuating,58.0,39.0,36.0,3.0,EDGE,EDGE,prediction_complete,66.69
1854,Fluctuating,57.0,44.0,74.0,3.0,EDGE,CLOUD,prediction_complete,67.94
1855,Fluctuating,71.0,49.0,43.0,9.0,EDGE,CLOUD,prediction_complete,63.98
1856,Fluctuating,80.0,32.0,48.0,7.0,EDGE,EDGE,prediction_complete,61.82
1857,Fluctuating,83.0,99.0,38.0,8.0,CLOUD,CLOUD,prediction_complete,62.03
1858,Fluctuating,62.0,83.0,58.0,1.0,EDGE,EDGE,prediction_complete,64.49
1859,Fluctuating,58.0,54.0,34.0,1.0,EDGE,EDGE,prediction_complete,62.59
1860,Fluctuating,54.0,96.0,71.0,6.0,CLOUD,CLOUD,prediction_complete,64.6
1861,Fluctuating,66.0,73.0,71.0,6.0,CLOUD,CLOUD,prediction_complete,67.16
1862,Fluctuating,71.0,97.0,65.0,8.0,CLOUD,CLOUD,prediction_complete,68.69
1863,Fluctuating,69.0,68.0,66.0,3.0,EDGE,EDGE,prediction_complete,70.76
1864,Fluctuating,90.0,69.0,40.0,5.0,EDGE,EDGE,prediction_complete,68.35
1865,Fluctuating,54.0,91.0,53.0,5.0,CLOUD,CLOUD,prediction_complete,69.38
1866,Fluctuating,89.0,36.0,39.0,6.0,EDGE,EDGE,prediction_complete,66.22
1867,Fluctuating,58.0,88.0,40.0,10.0,CLOUD,CLOUD,prediction_complete,65.69
1868,Fluctuating,50.0,98.0,48.0,3.0,EDGE,EDGE,prediction_complete,68.61
1869,Fluctuating,51.0,49.0,40.0,4.0,EDGE,EDGE,prediction_complete,67.85
1870,Fluctuating,47.0,35.0,50.0,10.0,EDGE,CLOUD,prediction_complete,64.9
1871,Fluctuating,48.0,86.0,46.0,6.0,EDGE,EDGE,prediction_complete,67.91
1872,Fluctuating,51.0,56.0,65.0,1.0,EDGE,EDGE,prediction_complete,71.34
1873,Fluctuating,82.0,70.0,52.0,3.0,EDGE,EDGE,prediction_complete,71.08
1874,Fluctuating,63.0,87.0,64.0,3.0,EDGE,EDGE,prediction_complete,73.27
1875,Fluctuating,74.0,68.0,37.0,1.0,EDGE,EDGE,prediction_complete,70.8
1876,Fluctuating,65.0,93.0,79.0,3.0,CLOUD,CLOUD,prediction_complete,73.44
1877,Fluctuating,69.0,70.0,39.0,1.0,EDGE,EDGE,prediction_complete,70.7
1878,Fluctuating,87.0,99.0,62.0,6.0,CLOUD,CLOUD,prediction_complete,69.16
1879,Fluctuating,81.0,67.0,60.0,5.0,CLOUD,CLOUD,prediction_complete,67.28
1880,Fluctuating,88.0,48.0,66.0,8.0,CLOUD,CLOUD,prediction_complete,63.92
1881,Fluctuating,61.0,44.0,76.0,8.0,CLOUD,CLOUD,prediction_complete,62.21
1882,Fluctuating,42.0,47.0,73.0,9.0,CLOUD,CLOUD,prediction_complete,62.49
1883,Fluctuating,47.0,69.0,31.0,7.0,EDGE,EDGE,prediction_complete,64.27
1884,Fluctuating,79.0,58.0,58.0,6.0,CLOUD,CLOUD,prediction_complete,65.77
1885,Fluctuating,45.0,71.0,33.0,10.0,CLOUD,CLOUD,prediction_complete,66.43
1886,Fluctuating,81.0,54.0,67.0,9.0,CLOUD,CLOUD,prediction_complete,66.98
1887,Fluctuating,54.0,65.0,42.0,1.0,EDGE,EDGE,prediction_complete,68.68
1888,Fluctuating,45.0,98.0,58.0,2.0,EDGE,EDGE,prediction_complete,72.83
1889,Fluctuating,72.0,80.0,42.0,8.0,CLOUD,CLOUD,prediction_complete,71.25
1890,Fluctuating,60.0,95.0,33.0,6.0,EDGE,EDGE,prediction_complete,71.74
1891,Fluctuating,65.0,48.0,75.0,7.0,CLOUD,CLOUD,prediction_complete,71.08
1892,Fluctuating,63.0,79.0,53.0,1.0,EDGE,EDGE,prediction_complete,72.14
1893,Fluctuating,58.0,74.0,52.0,5.0,CLOUD,CLOUD,prediction_complete,71.27
1894,Fluctuating,68.0,41.0,43.0,8.0,EDGE,CLOUD,prediction_complete,67.63
1895,Fluctuating,87.0,83.0,58.0,5.0,CLOUD,CLOUD,prediction_complete,68.14
1896,Fluctuating,50.0,84.0,76.0,7.0,CLOUD,CLOUD,prediction_complete,70.23
1897,Fluctuating,48.0,41.0,39.0,4.0,EDGE,EDGE,prediction_complete,68.3
1898,Fluctuating,59.0,90.0,63.0,6.0,CLOUD,CLOUD,prediction_complete,69.88
1899,Fluctuating,44.0,78.0,35.0,1.0,EDGE,EDGE,prediction_complete,72.03
1900,Fluctuating,66.0,64.0,56.0,3.0,EDGE,EDGE,prediction_complete,71.61
1901,Fluctuating,75.0,89.0,75.0,10.0,CLOUD,CLOUD,prediction_complete,71.63
1902,Fluctuating,88.0,47.0,42.0,3.0,EDGE,EDGE,prediction_complete,69.2
1903,Fluctuating,64.0,67.0,65.0,8.0,CLOUD,CLOUD,prediction_complete,67.75
1904,Fluctuating,42.0,68.0,67.0,5.0,CLOUD,CLOUD,prediction_complete,69.64
1905,Fluctuating,71.0,89.0,44.0,1.0,EDGE,EDGE,prediction_complete,71.72
1906,Fluctuating,90.0,30.0,39.0,5.0,EDGE,EDGE,prediction_complete,65.82
1907,Fluctuating,59.0,90.0,37.0,5.0,EDGE,EDGE,prediction_complete,65.34
1908,Fluctuating,66.0,52.0,61.0,4.0,EDGE,EDGE,prediction_complete,64.31
1909,Fluctuating,41.0,45.0,78.0,5.0,CLOUD,CLOUD,prediction_complete,64.85
1910,Fluctuating,71.0,38.0,68.0,6.0,EDGE,CLOUD,prediction_complete,64.18
1911,Fluctuating,77.0,91.0,66.0,7.0,CLOUD,CLOUD,prediction_complete,65.54
1912,Fluctuating,56.0,90.0,74.0,2.0,CLOUD,CLOUD,prediction_complete,70.92
1913,Fluctuating,63.0,95.0,76.0,10.0,CLOUD,CLOUD,prediction_complete,71.66
1914,Fluctuating,41.0,63.0,40.0,10.0,CLOUD,CLOUD,prediction_complete,71.52
1915,Fluctuating,43.0,48.0,50.0,8.0,EDGE,CLOUD,prediction_complete,73.83
1916,Fluctuating,84.0,47.0,52.0,3.0,EDGE,EDGE,prediction_complete,72.52
1917,Fluctuating,43.0,64.0,53.0,7.0,CLOUD,CLOUD,prediction_complete,73.17
1918,Fluctuating,80.0,75.0,33.0,5.0,EDGE,EDGE,prediction_complete,71.63
1919,Fluctuating,58.0,97.0,70.0,2.0,EDGE,EDGE,prediction_complete,74.87
1920,Fluctuating,72.0,54.0,79.0,3.0,CLOUD,CLOUD,prediction_complete,74.78
1921,Fluctuating,88.0,42.0,68.0,3.0,EDGE,EDGE,prediction_complete,71.69
1922,Fluctuating,74.0,71.0,50.0,5.0,EDGE,EDGE,prediction_complete,67.83
1923,Fluctuating,57.0,76.0,36.0,9.0,CLOUD,CLOUD,prediction_complete,63.53
1924,Fluctuating,77.0,75.0,39.0,1.0,EDGE,EDGE,prediction_complete,63.79
1925,Fluctuating,48.0,96.0,48.0,6.0,EDGE,EDGE,prediction_complete,64.85
1926,Fluctuating,89.0,92.0,56.0,6.0,CLOUD,CLOUD,prediction_complete,67.26
1927,Fluctuating,50.0,43.0,43.0,3.0,EDGE,EDGE,prediction_complete,64.96
1928,Fluctuating,72.0,58.0,42.0,9.0,CLOUD,CLOUD,prediction_complete,63.78
1929,Fluctuating,79.0,97.0,64.0,9.0,CLOUD,CLOUD,prediction_complete,65.56
1930,Fluctuating,84.0,44.0,56.0,8.0,CLOUD,CLOUD,prediction_complete,64.1
1931,Fluctuating,44.0,44.0,38.0,1.0,EDGE,EDGE,prediction_complete,63.92
1932,Fluctuating,70.0,74.0,49.0,6.0,EDGE,EDGE,prediction_complete,64.39
1933,Fluctuating,48.0,86.0,68.0,9.0,CLOUD,CLOUD,prediction_complete,66.3
1934,Fluctuating,88.0,73.0,41.0,5.0,EDGE,EDGE,prediction_complete,67.12
1935,Fluctuating,41.0,45.0,44.0,3.0,EDGE,EDGE,prediction_complete,65.25
1936,Fluctuating,84.0,48.0,74.0,4.0,EDGE,CLOUD,prediction_complete,66.32
1937,Fluctuating,59.0,46.0,43.0,3.0,EDGE,EDGE,prediction_complete,64.31
1938,Fluctuating,45.0,84.0,74.0,2.0,CLOUD,CLOUD,prediction_complete,68.26
1939,Fluctuating,44.0,32.0,79.0,8.0,CLOUD,CLOUD,prediction_complete,66.43
1940,Fluctuating,88.0,85.0,32.0,4.0,EDGE,EDGE,prediction_complete,67.0
1941,Fluctuating,46.0,34.0,80.0,9.0,CLOUD,CLOUD,prediction_complete,66.05
1942,Fluctuating,77.0,37.0,60.0,2.0,EDGE,EDGE,prediction_complete,66.42
1943,Fluctuating,56.0,35.0,34.0,5.0,EDGE,EDGE,prediction_complete,61.89
1944,Fluctuating,82.0,31.0,78.0,2.0,EDGE,CLOUD,prediction_complete,63.59
1945,Fluctuating,90.0,45.0,68.0,4.0,EDGE,EDGE,prediction_complete,61.94
1946,Fluctuating,77.0,55.0,41.0,6.0,EDGE,EDGE,prediction_complete,58.6
1947,Fluctuating,41.0,41.0,39.0,5.0,EDGE,EDGE,prediction_complete,56.31
1948,Fluctuating,77.0,74.0,52.0,3.0,EDGE,EDGE,prediction_complete,57.41
1949,Fluctuating,72.0,60.0,62.0,10.0,CLOUD,CLOUD,prediction_complete,56.43
1950,Fluctuating,44.0,42.0,67.0,1.0,EDGE,EDGE,prediction_complete,59.77
1951,Fluctuating,73.0,57.0,75.0,4.0,CLOUD,CLOUD,prediction_complete,61.36
1952,Fluctuating,58.0,51.0,78.0,9.0,CLOUD,CLOUD,prediction_complete,62.15
1953,Fluctuating,40.0,42.0,43.0,9.0,EDGE,CLOUD,prediction_complete,61.77
1954,Fluctuating,85.0,90.0,53.0,10.0,CLOUD,CLOUD,prediction_complete,65.57
1955,Fluctuating,51.0,86.0,73.0,2.0,CLOUD,CLOUD,prediction_complete,71.35
1956,Fluctuating,51.0,75.0,54.0,7.0,CLOUD,CLOUD,prediction_complete,73.3
1957,Fluctuating,53.0,95.0,44.0,7.0,EDGE,EDGE,prediction_complete,76.35
1958,Fluctuating,47.0,70.0,37.0,8.0,CLOUD,CLOUD,prediction_complete,77.75
1959,Fluctuating,47.0,96.0,38.0,8.0,CLOUD,CLOUD,prediction_complete,82.86
1960,Fluctuating,88.0,76.0,75.0,5.0,CLOUD,CLOUD,prediction_complete,79.87
1961,Fluctuating,75.0,35.0,35.0,6.0,EDGE,EDGE,prediction_complete,73.19
1962,Fluctuating,71.0,44.0,54.0,5.0,EDGE,CLOUD,prediction_complete,70.17
1963,Fluctuating,69.0,69.0,73.0,8.0,CLOUD,CLOUD,prediction_complete,69.42
1964,Fluctuating,54.0,100.0,56.0,5.0,CLOUD,CLOUD,prediction_complete,71.47
1965,Fluctuating,67.0,54.0,34.0,8.0,CLOUD,CLOUD,prediction_complete,67.63
1966,Fluctuating,83.0,77.0,41.0,1.0,EDGE,EDGE,prediction_complete,67.7
1967,Fluctuating,83.0,92.0,73.0,2.0,CLOUD,CLOUD,prediction_complete,69.57
1968,Fluctuating,65.0,86.0,63.0,2.0,EDGE,EDGE,prediction_complete,69.7
1969,Fluctuating,47.0,48.0,55.0,7.0,EDGE,CLOUD,prediction_complete,65.34
1970,Fluctuating,84.0,43.0,77.0,3.0,EDGE,CLOUD,prediction_complete,65.93
1971,Fluctuating,44.0,76.0,42.0,6.0,EDGE,EDGE,prediction_complete,65.61
1972,Fluctuating,52.0,81.0,37.0,4.0,EDGE,EDGE,prediction_complete,66.72
1973,Fluctuating,67.0,93.0,47.0,10.0,CLOUD,CLOUD,prediction_complete,67.47
1974,Fluctuating,77.0,64.0,78.0,7.0,CLOUD,CLOUD,prediction_complete,68.62
1975,Fluctuating,62.0,90.0,72.0,10.0,CLOUD,CLOUD,prediction_complete,71.42
1976,Fluctuating,65.0,92.0,62.0,5.0,CLOUD,CLOUD,prediction_complete,75.02
1977,Fluctuating,49.0,88.0,36.0,2.0,EDGE,EDGE,prediction_complete,76.9
1978,Fluctuating,56.0,92.0,61.0,4.0,EDGE,EDGE,prediction_complete,79.89
1979,Fluctuating,80.0,47.0,31.0,2.0,EDGE,EDGE,prediction_complete,73.47
1980,Fluctuating,87.0,36.0,34.0,8.0,EDGE,CLOUD,prediction_complete,67.7
1981,Fluctuating,83.0,33.0,41.0,7.0,EDGE,EDGE,prediction_complete,62.52
1982,Fluctuating,78.0,71.0,39.0,5.0,EDGE,EDGE,prediction_complete,60.86
1983,Fluctuating,79.0,42.0,78.0,2.0,EDGE,CLOUD,prediction_complete,60.77
1984,Fluctuating,82.0,96.0,79.0,8.0,CLOUD,CLOUD,prediction_complete,61.75
1985,Fluctuating,90.0,89.0,42.0,5.0,EDGE,EDGE,prediction_complete,60.63
1986,Fluctuating,82.0,93.0,61.0,9.0,CLOUD,CLOUD,prediction_complete,60.59
1987,Fluctuating,56.0,99.0,51.0,9.0,CLOUD,CLOUD,prediction_complete,61.71
1988,Fluctuating,74.0,32.0,78.0,1.0,EDGE,CLOUD,prediction_complete,62.84
1989,Fluctuating,67.0,45.0,54.0,8.0,CLOUD,CLOUD,prediction_complete,61.92
1990,Fluctuating,60.0,78.0,58.0,8.0,CLOUD,CLOUD,prediction_complete,64.47
1991,Fluctuating,42.0,34.0,41.0,9.0,EDGE,CLOUD,prediction_complete,63.65
1992,Fluctuating,82.0,68.0,75.0,3.0,CLOUD,CLOUD,prediction_complete,67.84
1993,Fluctuating,71.0,85.0,38.0,5.0,EDGE,EDGE,prediction_complete,68.29
1994,Fluctuating,85.0,79.0,61.0,2.0,EDGE,EDGE,prediction_complete,69.17
1995,Fluctuating,76.0,92.0,72.0,9.0,CLOUD,CLOUD,prediction_complete,69.21
1996,Fluctuating,83.0,99.0,66.0,8.0,CLOUD,CLOUD,prediction_complete,69.76
1997,Fluctuating,70.0,50.0,62.0,1.0,EDGE,EDGE,prediction_complete,68.74
1998,Fluctuating,65.0,63.0,61.0,10.0,CLOUD,CLOUD,prediction_complete,66.69
1999,Fluctuating,64.0,75.0,79.0,5.0,CLOUD,CLOUD,prediction_complete,69.08
2000,Fluctuating,60.0,37.0,31.0,10.0,EDGE,CLOUD,prediction_complete,64.54
2001,Congested,11.0,152.0,83.0,6.0,CLOUD,CLOUD,prediction_complete,82.17
2002,Congested,35.0,126.0,81.0,7.0,CLOUD,CLOUD,prediction_complete,100.63
2003,Congested,13.0,229.0,82.0,6.0,CLOUD,CLOUD,prediction_complete,131.73
2004,Congested,23.0,209.0,63.0,4.0,CLOUD,CLOUD,prediction_complete,149.59
2005,Congested,17.0,180.0,79.0,10.0,CLOUD,CLOUD,prediction_complete,164.3
2006,Congested,12.0,136.0,79.0,2.0,CLOUD,CLOUD,prediction_complete,170.83
2007,Congested,20.0,163.0,61.0,9.0,CLOUD,CLOUD,prediction_complete,176.46
2008,Congested,20.0,129.0,89.0,7.0,CLOUD,CLOUD,prediction_complete,178.46
2009,Congested,28.0,227.0,77.0,1.0,CLOUD,CLOUD,prediction_complete,181.83
2010,Congested,32.0,240.0,61.0,6.0,CLOUD,CLOUD,prediction_complete,186.08
2011,Congested,22.0,219.0,80.0,10.0,CLOUD,CLOUD,prediction_complete,190.1
2012,Congested,13.0,245.0,66.0,4.0,CLOUD,CLOUD,prediction_complete,194.14
2013,Congested,20.0,247.0,92.0,6.0,CLOUD,CLOUD,prediction_complete,198.62
2014,Congested,15.0,196.0,83.0,7.0,CLOUD,CLOUD,prediction_complete,200.36
2015,Congested,16.0,247.0,64.0,9.0,CLOUD,CLOUD,prediction_complete,203.0
2016,Congested,16.0,193.0,76.0,1.0,CLOUD,CLOUD,prediction_complete,199.85
2017,Congested,19.0,222.0,74.0,10.0,CLOUD,CLOUD,prediction_complete,203.05
2018,Congested,33.0,143.0,66.0,10.0,CLOUD,CLOUD,prediction_complete,194.86
2019,Congested,20.0,189.0,64.0,10.0,CLOUD,CLOUD,prediction_complete,193.99
2020,Congested,35.0,241.0,87.0,4.0,CLOUD,CLOUD,prediction_complete,192.72
2021,Congested,21.0,139.0,79.0,9.0,CLOUD,CLOUD,prediction_complete,191.76
2022,Congested,35.0,196.0,87.0,9.0,CLOUD,CLOUD,prediction_complete,188.91
2023,Congested,20.0,171.0,86.0,7.0,CLOUD,CLOUD,prediction_complete,188.96
2024,Congested,18.0,236.0,95.0,3.0,CLOUD,CLOUD,prediction_complete,192.63
2025,Congested,38.0,124.0,93.0,3.0,CLOUD,CLOUD,prediction_complete,184.88
2026,Congested,28.0,247.0,73.0,8.0,CLOUD,CLOUD,prediction_complete,187.89
2027,Congested,18.0,231.0,63.0,9.0,CLOUD,CLOUD,prediction_complete,191.0
2028,Congested,16.0,213.0,89.0,3.0,CLOUD,CLOUD,prediction_complete,193.41
2029,Congested,17.0,158.0,79.0,7.0,CLOUD,CLOUD,prediction_complete,193.45
2030,Congested,23.0,201.0,64.0,4.0,CLOUD,CLOUD,prediction_complete,190.72
2031,Congested,37.0,225.0,77.0,5.0,CLOUD,CLOUD,prediction_complete,189.42
2032,Congested,30.0,161.0,76.0,10.0,CLOUD,CLOUD,prediction_complete,187.59
2033,Congested,17.0,223.0,75.0,2.0,CLOUD,CLOUD,prediction_complete,188.78
2034,Congested,14.0,169.0,61.0,4.0,CLOUD,CLOUD,prediction_complete,188.27
2035,Congested,35.0,199.0,89.0,8.0,CLOUD,CLOUD,prediction_complete,187.52
2036,Congested,27.0,231.0,87.0,1.0,CLOUD,CLOUD,prediction_complete,187.95
2037,Congested,16.0,160.0,77.0,3.0,CLOUD,CLOUD,prediction_complete,187.55
2038,Congested,10.0,186.0,77.0,9.0,CLOUD,CLOUD,prediction_complete,190.4
2039,Congested,15.0,130.0,91.0,1.0,CLOUD,CLOUD,prediction_complete,186.16
2040,Congested,11.0,141.0,80.0,10.0,CLOUD,CLOUD,prediction_complete,188.0
2041,Congested,19.0,136.0,86.0,6.0,CLOUD,CLOUD,prediction_complete,184.55
2042,Congested,31.0,143.0,85.0,3.0,CLOUD,CLOUD,prediction_complete,180.05
2043,Congested,17.0,148.0,92.0,2.0,CLOUD,CLOUD,prediction_complete,180.0
2044,Congested,26.0,184.0,91.0,2.0,CLOUD,CLOUD,prediction_complete,179.89
2045,Congested,17.0,151.0,80.0,6.0,CLOUD,CLOUD,prediction_complete,180.13
2046,Congested,36.0,219.0,75.0,7.0,CLOUD,CLOUD,prediction_complete,179.36
2047,Congested,16.0,156.0,66.0,3.0,CLOUD,CLOUD,prediction_complete,178.92
2048,Congested,16.0,190.0,88.0,7.0,CLOUD,CLOUD,prediction_complete,183.23
2049,Congested,18.0,134.0,91.0,9.0,CLOUD,CLOUD,prediction_complete,183.82
2050,Congested,21.0,148.0,80.0,9.0,CLOUD,CLOUD,prediction_complete,183.12
2051,Congested,23.0,241.0,75.0,5.0,CLOUD,CLOUD,prediction_complete,187.28
2052,Congested,38.0,157.0,83.0,8.0,CLOUD,CLOUD,prediction_complete,184.65
2053,Congested,32.0,214.0,79.0,1.0,CLOUD,CLOUD,prediction_complete,183.47
2054,Congested,30.0,128.0,63.0,4.0,CLOUD,CLOUD,prediction_complete,178.07
2055,Congested,18.0,218.0,79.0,6.0,CLOUD,CLOUD,prediction_complete,182.31
2056,Congested,38.0,151.0,94.0,4.0,CLOUD,CLOUD,prediction_complete,177.88
2057,Congested,37.0,233.0,84.0,1.0,CLOUD,CLOUD,prediction_complete,178.74
2058,Congested,39.0,220.0,76.0,5.0,CLOUD,CLOUD,prediction_complete,178.75
2059,Congested,12.0,180.0,79.0,4.0,CLOUD,CLOUD,prediction_complete,181.72
2060,Congested,37.0,161.0,88.0,6.0,CLOUD,CLOUD,prediction_complete,178.37
2061,Congested,38.0,224.0,62.0,5.0,CLOUD,CLOUD,prediction_complete,177.21
2062,Congested,37.0,140.0,91.0,8.0,CLOUD,CLOUD,prediction_complete,175.29
2063,Congested,33.0,225.0,81.0,7.0,CLOUD,CLOUD,prediction_complete,178.23
2064,Congested,38.0,145.0,70.0,5.0,CLOUD,CLOUD,prediction_complete,174.09
2065,Congested,26.0,136.0,82.0,7.0,CLOUD,CLOUD,prediction_complete,172.95
2066,Congested,29.0,203.0,89.0,1.0,CLOUD,CLOUD,prediction_complete,175.06
2067,Congested,34.0,133.0,71.0,8.0,CLOUD,CLOUD,prediction_complete,171.92
2068,Congested,35.0,154.0,60.0,7.0,CLOUD,CLOUD,prediction_complete,167.61
2069,Congested,16.0,198.0,80.0,10.0,CLOUD,CLOUD,prediction_complete,175.12
2070,Congested,12.0,148.0,70.0,4.0,CLOUD,CLOUD,prediction_complete,176.71
2071,Congested,26.0,153.0,86.0,6.0,CLOUD,CLOUD,prediction_complete,177.3
2072,Congested,24.0,242.0,68.0,5.0,CLOUD,CLOUD,prediction_complete,182.45
2073,Congested,15.0,203.0,78.0,4.0,CLOUD,CLOUD,prediction_complete,186.47
2074,Congested,12.0,226.0,83.0,3.0,CLOUD,CLOUD,prediction_complete,192.01
2075,Congested,22.0,216.0,74.0,1.0,CLOUD,CLOUD,prediction_complete,192.01
2076,Congested,40.0,125.0,95.0,10.0,CLOUD,CLOUD,prediction_complete,186.35
2077,Congested,30.0,178.0,65.0,8.0,CLOUD,CLOUD,prediction_complete,183.1
2078,Congested,16.0,187.0,70.0,1.0,CLOUD,CLOUD,prediction_complete,183.47
2079,Congested,22.0,229.0,76.0,3.0,CLOUD,CLOUD,prediction_complete,186.36
2080,Congested,12.0,214.0,70.0,10.0,CLOUD,CLOUD,prediction_complete,192.26
2081,Congested,13.0,123.0,93.0,7.0,CLOUD,CLOUD,prediction_complete,190.3
2082,Congested,34.0,236.0,91.0,2.0,CLOUD,CLOUD,prediction_complete,189.29
2083,Congested,17.0,172.0,72.0,5.0,CLOUD,CLOUD,prediction_complete,190.11
2084,Congested,19.0,246.0,84.0,3.0,CLOUD,CLOUD,prediction_complete,192.39
2085,Congested,23.0,172.0,73.0,5.0,CLOUD,CLOUD,prediction_complete,190.56
2086,Congested,33.0,168.0,86.0,3.0,CLOUD,CLOUD,prediction_complete,185.87
2087,Congested,23.0,157.0,61.0,5.0,CLOUD,CLOUD,prediction_complete,182.9
2088,Congested,18.0,180.0,88.0,4.0,CLOUD,CLOUD,prediction_complete,183.62
2089,Congested,21.0,237.0,65.0,1.0,CLOUD,CLOUD,prediction_complete,185.17
2090,Congested,25.0,154.0,80.0,7.0,CLOUD,CLOUD,prediction_complete,183.66
2091,Congested,31.0,174.0,84.0,7.0,CLOUD,CLOUD,prediction_complete,181.75
2092,Congested,33.0,185.0,64.0,2.0,CLOUD,CLOUD,prediction_complete,178.0
2093,Congested,27.0,135.0,63.0,6.0,CLOUD,CLOUD,prediction_complete,174.64
2094,Congested,39.0,180.0,90.0,6.0,CLOUD,CLOUD,prediction_complete,172.75
2095,Congested,29.0,131.0,60.0,5.0,CLOUD,CLOUD,prediction_complete,168.84
2096,Congested,26.0,217.0,79.0,7.0,CLOUD,CLOUD,prediction_complete,174.13
2097,Congested,31.0,214.0,68.0,9.0,CLOUD,CLOUD,prediction_complete,177.52
2098,Congested,11.0,165.0,76.0,3.0,CLOUD,CLOUD,prediction_complete,180.16
2099,Congested,26.0,246.0,81.0,8.0,CLOUD,CLOUD,prediction_complete,186.17
2100,Congested,14.0,142.0,80.0,9.0,CLOUD,CLOUD,prediction_complete,187.63
2101,Congested,23.0,156.0,76.0,2.0,CLOUD,CLOUD,prediction_complete,183.89
2102,Congested,20.0,131.0,68.0,8.0,CLOUD,CLOUD,prediction_complete,182.56
2103,Congested,37.0,191.0,83.0,7.0,CLOUD,CLOUD,prediction_complete,180.8
2104,Congested,19.0,187.0,76.0,9.0,CLOUD,CLOUD,prediction_complete,184.51
2105,Congested,20.0,231.0,70.0,6.0,CLOUD,CLOUD,prediction_complete,188.32
2106,Congested,33.0,245.0,69.0,9.0,CLOUD,CLOUD,prediction_complete,190.53
2107,Congested,37.0,232.0,63.0,4.0,CLOUD,CLOUD,prediction_complete,188.38
2108,Congested,14.0,133.0,74.0,3.0,CLOUD,CLOUD,prediction_complete,186.89
